instances,row_original,class,ih,n_wrong,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F2,feature_F3,feature_F4,algo_knn,algo_tree,algo_nb,algo_logreg,algo_svm_rbf,algo_rf
409,408,1,0.0517660904504623,0,0.0,0.6,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.131608388525604,0.131608388525604,0.0,0.0,0.9298245614035088,0.9683123026448162,0.0,0.968421052631579,0.6666666666666666,0.7420866489832006,0.896551724137931,1.0,1.0,0.9725626199970324,0.9061296905930468,0.8107111467071468,1.0
410,409,1,0.0529305038689754,0,0.0,0.6,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.131608388525604,0.131608388525604,0.0,0.0,0.9298245614035088,0.9683123026448162,0.0,0.968421052631579,0.6666666666666666,0.7420866489832006,0.896551724137931,1.0,1.0,0.9757839838032908,0.9027960804890072,0.8038369124938489,1.0
411,410,1,0.0468209992671216,0,0.0,0.6,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.131608388525604,0.131608388525604,0.0,0.0,0.9298245614035088,0.9683123026448162,0.0,0.968421052631579,0.6666666666666666,0.7420866489832006,0.896551724137931,1.0,1.0,0.9769191367558564,0.9122861152279887,0.8298687524134248,1.0
412,411,1,0.0468209992671216,0,0.0,0.6,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.131608388525604,0.131608388525604,0.0,0.0,0.9298245614035088,0.9683123026448162,0.0,0.968421052631579,0.6666666666666666,0.7420866489832006,0.896551724137931,1.0,1.0,0.9769191367558564,0.9122861152279887,0.8298687524134248,1.0
413,412,1,0.0523042844981033,0,0.0,0.6,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.131608388525604,0.131608388525604,0.0,0.0,0.9298245614035088,0.9683123026448162,0.0,0.968421052631579,0.6666666666666666,0.7420866489832006,0.896551724137931,1.0,1.0,0.9625443177819434,0.898982704006946,0.8246472712224907,1.0
414,413,1,0.0822139172402754,0,0.1,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1280967746769481,0.1280967746769481,0.0,0.3554572271386431,0.9894736842105264,0.9608666503701804,0.0,0.9894736842105264,0.6991869918699187,0.8113551893456797,0.9504950495049505,0.8,1.0,0.966562282745674,0.9194074483478984,0.8307467654647749,0.99
415,414,1,0.0529305038689754,0,0.0,0.6,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.131608388525604,0.131608388525604,0.0,0.0,0.9298245614035088,0.9683123026448162,0.0,0.968421052631579,0.6666666666666666,0.7420866489832006,0.896551724137931,1.0,1.0,0.9757839838032908,0.9027960804890072,0.8038369124938489,1.0
416,415,1,0.0529305038689754,0,0.0,0.6,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.131608388525604,0.131608388525604,0.0,0.0,0.9298245614035088,0.9683123026448162,0.0,0.968421052631579,0.6666666666666666,0.7420866489832006,0.896551724137931,1.0,1.0,0.9757839838032908,0.9027960804890072,0.8038369124938489,1.0
417,416,1,0.0523042844981033,0,0.0,0.6,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.131608388525604,0.131608388525604,0.0,0.0,0.9298245614035088,0.9683123026448162,0.0,0.968421052631579,0.6666666666666666,0.7420866489832006,0.896551724137931,1.0,1.0,0.9625443177819434,0.898982704006946,0.8246472712224907,1.0
418,417,1,0.0468209992671216,0,0.0,0.6,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.131608388525604,0.131608388525604,0.0,0.0,0.9298245614035088,0.9683123026448162,0.0,0.968421052631579,0.6666666666666666,0.7420866489832006,0.896551724137931,1.0,1.0,0.9769191367558564,0.9122861152279887,0.8298687524134248,1.0
419,418,1,0.0468209992671216,0,0.0,0.6,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.131608388525604,0.131608388525604,0.0,0.0,0.9298245614035088,0.9683123026448162,0.0,0.968421052631579,0.6666666666666666,0.7420866489832006,0.896551724137931,1.0,1.0,0.9769191367558564,0.9122861152279887,0.8298687524134248,1.0
420,419,1,0.082718445992396,0,0.0,0.6,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.1295933200910932,0.1295933200910932,0.0,0.1163522012578616,0.980701754385965,0.9701861282890748,0.0,0.9894736842105264,0.6771653543307087,0.7627206081998372,0.896551724137931,0.8,1.0,0.9646368022077592,0.9068606589083226,0.8321918629295422,1.0
421,420,1,0.043687728427208,0,0.1,0.84,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1152199002769266,0.1152199002769266,0.1666666666666666,0.0,0.9929824561403509,0.9924305525112154,0.0,0.9789473684210528,0.6771653543307087,0.7248810989731018,0.7804878048780488,1.0,1.0,0.997382120695785,0.939660904239324,0.8038987863198247,0.996931818181818
422,421,1,0.0499508691800962,0,0.0,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1295519483706464,0.1295519483706464,0.0,0.1042253521126761,0.9789473684210528,0.9661274860386202,0.0,0.9947368421052633,0.6771653543307087,0.7644012804687447,0.896551724137931,1.0,1.0,0.9746678217391416,0.9134095832734936,0.812217379906787,1.0
423,422,1,0.043687728427208,0,0.1,0.84,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1152199002769266,0.1152199002769266,1.0,0.0,0.9929824561403509,0.9924305525112154,0.0,0.9789473684210528,0.6771653543307087,0.7248810989731018,0.7804878048780488,1.0,1.0,0.997382120695785,0.939660904239324,0.8038987863198247,0.996931818181818
424,423,1,0.0769566198166353,0,0.1,0.84,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1152199002769266,0.1152199002769266,1.0,0.0,0.9929824561403509,0.9924305525112154,0.0,0.9789473684210528,0.6771653543307087,0.7248810989731018,0.7804878048780488,0.8,1.0,0.9959374632635613,0.9418256050213396,0.8121638794819533,0.9883333333333332
425,424,1,0.041877068474127,0,0.0,0.8,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1385227332733882,0.1385227332733882,0.0,0.179734686560578,0.9649122807017544,0.9230910459069552,0.0,0.9719298245614036,0.6991869918699187,0.8233439454135643,0.9629629629629632,1.0,1.0,0.9722091882243744,0.94142382367463,0.8351045772562337,1.0
426,425,1,0.0868641114949969,0,0.1,0.92,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1278172987733339,0.1278172987733339,0.0,0.3470694785871394,0.9859649122807016,0.9467216359883656,0.0,0.9719298245614036,0.7107438016528926,0.8059249262005517,0.9056603773584904,1.0,1.0,0.982140338994733,0.9338769841810148,0.8027980078542715,0.76
427,426,1,0.0359797309897637,0,0.0,0.84,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1136753054102144,0.1136753054102144,0.0,0.0,0.9666666666666668,0.9853142733108003,0.0,0.9912280701754386,0.6771653543307087,0.7142601839404221,0.7804878048780488,1.0,1.0,0.998821194420788,0.9563724529351793,0.8289279667054507,1.0
428,427,1,0.0526746000773891,0,0.0,0.7,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.1369699881442768,0.1369699881442768,0.0,0.2059868808513231,0.950877192982456,0.8879045390949334,0.0,0.9719298245614036,0.7107438016528926,0.7961126415671871,0.9629629629629632,1.0,1.0,0.9562340373142004,0.935980101421662,0.8167382607998034,0.975
429,428,1,0.0998459377204937,0,0.1,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.11362464673794,0.11362464673794,0.0,0.4602824931968382,0.9947368421052633,0.9821843333347592,0.0,0.980701754385965,0.6880000000000001,0.7279453860640301,0.8135593220338984,0.8,1.0,0.9983957747146311,0.9508407448179002,0.8116878541445058,0.84
430,429,1,0.0515411887159151,0,0.1,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1281892622307667,0.1281892622307667,0.0,0.35656836461126,0.9894736842105264,0.9726095037568768,0.0,0.9719298245614036,0.6880000000000001,0.7945530253741055,0.9056603773584908,1.0,1.0,0.9825903925882312,0.9357512766900214,0.8324111984262555,0.94
431,430,1,0.0963474017766098,0,0.2,0.8,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1883261930660233,0.1883261930660233,0.0,0.0,0.9912280701754386,0.965916681314818,0.0,0.9894736842105264,0.6771653543307087,0.8001473030156946,0.979591836734694,0.8,1.0,0.921714750462366,0.9127976637314508,0.8174031751465254,0.97
432,431,1,0.1130648838345985,0,0.2,0.8,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1883261930660233,0.1883261930660233,0.0,0.0,0.9912280701754386,0.965916681314818,0.0,0.9894736842105264,0.6771653543307087,0.8001473030156946,0.979591836734694,0.8,1.0,0.8913299239063889,0.895847340599551,0.8044334324864687,0.93
433,432,2,0.9562813925306026,6,1.0,1.0,0.8923884514435696,0.3333333333333333,0.4736842105263157,0.8710648301268233,0.8710648301268233,1.0,0.781916599839615,0.99438202247191,0.9696436096142522,0.019298245614035,1.0,0.7218045112781954,0.7721104263753992,0.896551724137931,0.0,0.0,0.0233145932394158,0.0447900562275199,0.1842069953494481,0.01
434,433,1,0.0489002666884292,0,0.0,0.7,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.1372378752995413,0.1372378752995413,0.0,0.181697273517827,0.9666666666666668,0.9144604920513548,0.0,0.9649122807017544,0.6991869918699187,0.8085160548575183,0.9629629629629632,1.0,1.0,0.9581305753097208,0.9316521117107748,0.8168157128489286,1.0
435,434,1,0.3656000604461137,2,0.2,0.98,0.1076115485564304,0.3333333333333333,0.631578947368421,0.1422670208883609,0.1422670208883609,0.0,0.999999999999902,0.9982456140350876,1.0,0.0056179775280898,0.9929824561403509,0.6771653543307087,0.7955396341223113,0.9629629629629632,0.8,0.0,0.9693381288420913,0.9126555910797368,0.8144059174014904,0.31
436,435,1,0.3317233460361675,2,0.1,1.0,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1278386580384042,0.1278386580384042,0.5,0.5865764670112495,0.9982456140350876,0.964315823658891,0.0056179775280898,0.9982456140350876,0.6906474820143884,0.7643211690594474,0.896551724137931,0.8,0.0,0.9743667742022885,0.9564554234133298,0.8188377261673764,0.46
437,436,1,0.0790078525459775,0,0.1,0.84,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1152091177037226,0.1152091177037226,0.0,0.1999999999999999,0.987719298245614,0.9847456379297652,0.0,0.9789473684210528,0.6771653543307087,0.7281062551916062,0.7933884297520662,0.8,1.0,0.9969374899788668,0.9366480849076816,0.8157006431709198,0.9766666666666668
438,437,1,0.0421900581824278,0,0.0,0.8,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1388994571970914,0.1388994571970914,0.0,0.2306776328542549,0.9666666666666668,0.9310450102510388,0.0,0.9771929824561404,0.6880000000000001,0.8296386999244143,0.979591836734694,1.0,1.0,0.971073282845258,0.9424045820375196,0.8333817860226562,1.0
439,438,1,0.1262708173277524,0,0.1,0.62,0.1076115485564304,0.3333333333333333,0.2631578947368421,0.1297795939456985,0.1297795939456985,0.0,0.3472317244762285,0.9894736842105264,0.8351367828720654,0.0,0.9964912280701754,0.6906474820143884,0.7706931542144926,0.8349514563106797,0.8,1.0,0.9348862226789352,0.9385875770622436,0.8089012962923069,0.76
440,439,1,0.2565354193341173,1,0.2,1.0,0.1076115485564304,0.3333333333333333,0.3684210526315789,0.1222079327064974,0.1222079327064974,0.0,0.3697120682221051,0.9964912280701754,0.9119455181299466,0.0,1.0,0.6808510638297872,0.7538032287905463,0.8387096774193549,0.8,0.0,0.9909099427673894,0.973149507298737,0.8267280339291695,0.87
441,440,1,0.0402541785343993,0,0.1,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1277451653937997,0.1277451653937997,0.0,0.2426229508196721,0.9824561403508772,0.9459026735616582,0.0,0.9824561403508772,0.6880000000000001,0.808137931034483,0.9600000000000002,1.0,1.0,0.983290991544558,0.9447086148312438,0.8304753224178014,1.0
442,441,1,0.0815373052010017,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.1563814392253919,0.1563814392253919,0.0,0.0,0.987719298245614,0.934771995753836,0.0,0.9771929824561404,0.6880000000000001,0.772864168618267,0.9285714285714286,1.0,1.0,0.9241678814856022,0.9390087651602858,0.827599522148101,0.82
443,442,1,0.0964741357084703,0,0.1,0.8,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.166986306306649,0.166986306306649,0.0,0.2046908315565031,0.9894736842105264,0.9546402140300893,0.0,0.9859649122807016,0.6771653543307087,0.815623493491885,0.979591836734694,1.0,1.0,0.9375144368634648,0.933489419960208,0.8401513289255057,0.71
444,443,1,0.0570384184256597,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.1563814392253919,0.1563814392253919,0.0,0.0,0.987719298245614,0.934771995753836,0.0,0.9771929824561404,0.6880000000000001,0.772864168618267,0.9285714285714286,1.0,1.0,0.944480096139281,0.93814117279238,0.8051482205143812,0.97
445,444,1,0.0814535107716691,0,0.1,0.62,0.1076115485564304,0.3333333333333333,0.2631578947368421,0.1186939960766261,0.1186939960766261,0.0,0.3405626455991087,0.9824561403508772,0.8254968573687667,0.0,0.9964912280701754,0.7222222222222222,0.7642428962522421,0.8037383177570093,0.8,1.0,0.9916475273382452,0.9526664260204278,0.826964982011313,0.94
446,445,1,0.0391918313555857,0,0.0,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1150380835783706,0.1150380835783706,0.0,0.0,0.9736842105263158,0.9637537735660447,0.0,0.9614035087719298,0.6880000000000001,0.7513926868044516,0.8648648648648649,1.0,1.0,0.9945214381825284,0.94440640412314,0.8259211695608172,1.0
447,446,1,0.037722046549126,0,0.0,0.84,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1136686821712493,0.1136686821712493,0.0,0.0,0.9771929824561404,0.9753123588740028,0.0,0.9842105263157894,0.6771653543307087,0.7191382327209099,0.8,1.0,1.0,0.997700263371402,0.9506970661783216,0.8252703911555194,1.0
448,447,1,0.0395948967078451,0,0.0,0.84,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1136686821712493,0.1136686821712493,0.0,0.0,0.9771929824561404,0.9753123588740028,0.0,0.9842105263157894,0.6771653543307087,0.7191382327209099,0.8,1.0,1.0,0.9987134605534068,0.9473742683254786,0.8163428908740434,1.0
449,448,1,0.0467096176476142,0,0.1,0.62,0.1076115485564304,0.3333333333333333,0.2631578947368421,0.1142101308515002,0.1142101308515002,0.0,0.2202434461478656,0.9929824561403509,0.9124974780384864,0.0,0.9912280701754386,0.7222222222222222,0.7726504172156345,0.8727272727272728,1.0,1.0,0.9974983952274228,0.9489536787633353,0.8132902201235565,0.96
450,449,1,0.0499814220674,0,0.0,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.12741332818582,0.12741332818582,0.0,0.1952506596306069,0.9578947368421052,0.9273131395665538,0.0,0.9789473684210528,0.6880000000000001,0.8181379310344828,1.0,1.0,1.0,0.9760313333205444,0.9351620052443742,0.8089181290306807,0.98
451,450,1,0.0375914795031419,0,0.0,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1136100158578076,0.1136100158578076,0.0,0.1724941724941724,0.968421052631579,0.9620611514478704,0.0,0.9666666666666668,0.6880000000000001,0.736944936086529,0.8495575221238937,1.0,1.0,0.9977585918397442,0.9518874793993066,0.8248050517420976,1.0
452,451,1,0.0421164160220106,0,0.0,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.115010166697358,0.115010166697358,0.0,0.0,0.9666666666666668,0.95108065081892,0.0,0.963157894736842,0.6880000000000001,0.7573986928104576,0.8888888888888888,1.0,1.0,0.9961008741407746,0.9501595825187652,0.8110410472083962,0.99
453,452,1,0.0348435963912873,0,0.0,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1136635583156464,0.1136635583156464,0.0,0.0,0.9771929824561404,0.9674847788990246,0.0,0.9771929824561404,0.6771653543307087,0.7225280632293845,0.8135593220338984,1.0,1.0,0.9988426257418352,0.9615991581352256,0.8304966377752161,1.0
454,453,1,0.0657760204980034,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1154914655212339,0.1154914655212339,1.0,0.0,0.9929824561403509,1.0,0.0,1.0,0.6666666666666666,0.7165098039215685,0.7679999999999999,1.0,0.9230769230769232,0.9964838275839072,0.9397639293978796,0.8153624301155394,0.9306567668377296
455,454,1,0.068553518249312,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1154914655212339,0.1154914655212339,1.0,0.0,0.9929824561403509,1.0,0.0,1.0,0.6666666666666666,0.7165098039215685,0.7679999999999999,1.0,0.9230769230769232,0.9956181152957432,0.9460239388371604,0.810782474962603,0.9131774383316984
456,455,1,0.0739224788115304,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1154914655212339,0.1154914655212339,1.0,0.0,0.9929824561403509,1.0,0.0,1.0,0.6666666666666666,0.7165098039215685,0.7679999999999999,1.0,0.9090909090909092,0.9970773301687704,0.9439673207310934,0.8043026357381131,0.9020269314019312
457,456,1,0.0952123636286036,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1154914655212339,0.1154914655212339,1.0,0.0,0.9929824561403509,1.0,0.0,1.0,0.6666666666666666,0.7165098039215685,0.7679999999999999,0.8,0.9285714285714286,0.9965992937038392,0.9517672107318365,0.8299208202257268,0.9218670649955476
458,457,1,0.068553518249312,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1154914655212339,0.1154914655212339,1.0,0.0,0.9929824561403509,1.0,0.0,1.0,0.6666666666666666,0.7165098039215685,0.7679999999999999,1.0,0.9230769230769232,0.9956181152957432,0.9460239388371604,0.810782474962603,0.9131774383316984
459,458,1,0.068553518249312,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1154914655212339,0.1154914655212339,1.0,0.0,0.9929824561403509,1.0,0.0,1.0,0.6666666666666666,0.7165098039215685,0.7679999999999999,1.0,0.9230769230769232,0.9956181152957432,0.9460239388371604,0.810782474962603,0.9131774383316984
460,459,1,0.0952123636286036,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1154914655212339,0.1154914655212339,1.0,0.0,0.9929824561403509,1.0,0.0,1.0,0.6666666666666666,0.7165098039215685,0.7679999999999999,0.8,0.9285714285714286,0.9965992937038392,0.9517672107318365,0.8299208202257268,0.9218670649955476
461,460,1,0.0739224788115304,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1154914655212339,0.1154914655212339,1.0,0.0,0.9947368421052633,1.0,0.0,1.0,0.6666666666666666,0.7165098039215685,0.7679999999999999,1.0,0.9090909090909092,0.9970773301687704,0.9439673207310934,0.8043026357381131,0.9020269314019312
462,461,1,0.0739224788115304,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1154914655212339,0.1154914655212339,1.0,0.0,0.9929824561403509,1.0,0.0,1.0,0.6666666666666666,0.7165098039215685,0.7679999999999999,1.0,0.9090909090909092,0.9970773301687704,0.9439673207310934,0.8043026357381131,0.9020269314019312
463,462,2,0.9600459170967084,6,1.0,0.7,0.8923884514435696,0.3333333333333333,0.4736842105263157,0.8845085344787661,0.8845085344787661,0.0,0.9999999999998328,0.99438202247191,1.0,0.0263157894736842,1.0,0.6666666666666666,0.7165098039215685,0.7679999999999999,0.0,0.0,0.0059830952647196,0.0583538867430057,0.175387515412024,0.0
464,463,1,0.0739224788115304,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1154914655212339,0.1154914655212339,1.0,0.0,0.9947368421052633,1.0,0.0,0.975438596491228,0.6666666666666666,0.7165098039215685,0.7679999999999999,1.0,0.9090909090909092,0.9970773301687704,0.9439673207310934,0.8043026357381131,0.9020269314019312
465,464,1,0.0399540829032916,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.1154914655212339,0.1154914655212339,1.0,0.0,0.9947368421052633,1.0,0.0,0.975438596491228,0.6666666666666666,0.7165098039215685,0.7679999999999999,1.0,1.0,0.9940169047352804,0.9416461132569942,0.8246124845879759,1.0
466,465,1,0.0550263241599363,0,0.1,0.62,0.1076115485564304,0.3333333333333333,0.2631578947368421,0.1149336546869241,0.1149336546869241,0.0,0.2341729450129315,0.9824561403508772,0.9302628008539876,0.0,0.9719298245614036,0.7107438016528926,0.7729634657543042,0.9056603773584904,1.0,1.0,0.9978561787696276,0.9585688341101144,0.80341704216064,0.91
467,466,1,0.0381503311081609,0,0.0,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1135786699037045,0.1135786699037045,0.0,0.3694006773671034,0.980701754385965,0.9501630430987732,0.0,0.975438596491228,0.6991869918699187,0.7677728138667526,0.9504950495049505,1.0,1.0,0.9988189332227856,0.955282660321182,0.8169964198070666,1.0
468,467,1,0.039416771455087,0,0.0,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1148855963743201,0.1148855963743201,0.0,0.1621677526114385,0.9789473684210528,0.9410473358140528,0.0,0.9719298245614036,0.6991869918699187,0.7856679257068682,0.979591836734694,1.0,1.0,0.996098643382166,0.9565846866335098,0.8108160412538015,1.0
469,468,2,0.9345076832376068,6,1.0,1.0,0.8923884514435696,0.3333333333333333,0.4210526315789473,0.88553912524282,0.88553912524282,0.9375,0.5,0.99438202247191,0.992184626700993,0.0,1.0,0.6666666666666666,0.7125960061443932,0.7741935483870969,0.0,0.0714285714285714,0.0023023599639832,0.0542452792698089,0.1840835168679763,0.0808941730440182
470,469,1,0.0694958738932854,0,0.0,0.7,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.16050875765711,0.16050875765711,0.0,0.2395258366091613,0.9666666666666668,0.899170942479071,0.0,0.9771929824561404,0.6771653543307087,0.7776220860323495,0.9285714285714286,1.0,1.0,0.919820163455678,0.9343773582713464,0.8088272349132627,0.92
471,470,1,0.0469792356735165,0,0.2,0.62,0.1076115485564304,0.3333333333333333,0.2631578947368421,0.1135749943021607,0.1135749943021607,0.0,0.2627511591962905,0.987719298245614,0.94141635419382,0.0,0.9736842105263158,0.7107438016528926,0.7666966871512326,0.9230769230769232,1.0,1.0,0.9992284509617924,0.964363014204148,0.80453312079296,0.95
472,471,1,0.0375466154898117,0,0.0,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1135842254317429,0.1135842254317429,0.0,0.0603588907014682,0.956140350877193,0.9366905183822704,0.0,0.9614035087719298,0.6880000000000001,0.7509706498951783,0.9056603773584908,1.0,1.0,0.9988237490138624,0.9564811732741312,0.8194153847731361,1.0
473,472,1,0.0335261753834394,0,0.0,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1135800618139175,0.1135800618139175,0.0,0.0569230769230769,0.950877192982456,0.9323486419953289,0.0,0.963157894736842,0.6880000000000001,0.7531269841269841,0.9142857142857144,1.0,1.0,0.9989846510890424,0.968185065490031,0.8316732311202895,1.0
474,473,1,0.0453417874617567,0,0.0,0.7,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.1329457436741116,0.1329457436741116,0.0,0.152276163279019,0.9736842105263158,0.8835477943827647,0.0,0.9789473684210528,0.6880000000000001,0.7707872523686478,0.9629629629629632,1.0,1.0,0.9610333505707016,0.9562231604921628,0.8106927641665952,1.0
475,474,1,0.0517502306157329,0,0.0,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1151341060077424,0.1151341060077424,0.0,0.1804878048780487,0.9771929824561404,0.9639954075774972,0.0,0.9666666666666668,0.6771653543307087,0.7459753639698059,0.8648648648648649,1.0,1.0,0.9945398172764004,0.9505773377313292,0.8255005089169205,0.9188809523809524
476,475,2,0.9489578168057352,6,1.0,1.0,0.8923884514435696,0.3333333333333333,0.2105263157894736,0.8871352493323499,0.8871352493323499,1.0,0.7794975149688882,0.99438202247191,0.9757637671652704,0.0228070175438596,1.0,0.6666666666666666,0.7694612479054841,0.9896907216494848,0.0,0.0,0.0001427561659262,0.031958750845187,0.1941515921544756,0.08
477,476,1,0.0379525030907036,0,0.0,0.62,0.1076115485564304,0.3333333333333333,0.2631578947368421,0.1136102177202577,0.1136102177202577,0.0,0.2715745935958503,0.9614035087719298,0.8838933500491748,0.0,0.980701754385965,0.7222222222222222,0.7487966450948196,0.8275862068965518,1.0,1.0,0.999242752644318,0.9684232286040868,0.8046190002073732,1.0
478,477,1,0.0660917171898383,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1137788573211814,0.1137788573211814,1.0,0.0,0.9912280701754386,1.0,0.0,0.9649122807017544,0.6666666666666666,0.709010840108401,0.7804878048780488,1.0,0.9285714285714286,0.9989717872541034,0.9553125041501546,0.8053476332650235,0.9152463436202596
479,478,1,0.0638189881463353,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1137788573211814,0.1137788573211814,1.0,0.0,0.9912280701754386,1.0,0.0,0.968421052631579,0.6666666666666666,0.709010840108401,0.7804878048780488,1.0,0.9230769230769232,0.99821926219909,0.956987963245722,0.8114030628600621,0.9273988597401908
480,479,1,0.0346065908458873,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1137788573211814,0.1137788573211814,1.0,0.0,0.9894736842105264,1.0,0.0,0.9894736842105264,0.6666666666666666,0.709010840108401,0.7804878048780488,1.0,1.0,0.998661761690419,0.962255658287615,0.8314430349466418,1.0
481,480,1,0.0657775605055951,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1137788573211814,0.1137788573211814,1.0,0.0,0.9912280701754386,1.0,0.0056179775280898,0.9666666666666668,0.6666666666666666,0.709010840108401,0.7804878048780488,1.0,0.9230769230769232,0.9975882274674344,0.9534320741660144,0.8256591524525654,0.9055782598034916
482,481,1,0.0660917171898383,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1137788573211814,0.1137788573211814,1.0,0.0,0.9894736842105264,1.0,0.0,0.9894736842105264,0.6666666666666666,0.709010840108401,0.7804878048780488,1.0,0.9285714285714286,0.9989717872541034,0.9553125041501546,0.8053476332650235,0.9152463436202596
483,482,1,0.0657775605055951,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1137788573211814,0.1137788573211814,1.0,0.0,0.9894736842105264,1.0,0.0,0.9894736842105264,0.6666666666666666,0.709010840108401,0.7804878048780488,1.0,0.9230769230769232,0.9975882274674344,0.9534320741660144,0.8256591524525654,0.9055782598034916
484,483,1,0.0346065908458873,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1137788573211814,0.1137788573211814,1.0,0.0,0.9894736842105264,1.0,0.0,0.9894736842105264,0.6666666666666666,0.709010840108401,0.7804878048780488,1.0,1.0,0.998661761690419,0.962255658287615,0.8314430349466418,1.0
485,484,1,0.0346065908458873,0,0.1,0.7,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1137788573211814,0.1137788573211814,1.0,0.0,0.9894736842105264,1.0,0.0,0.9894736842105264,0.6666666666666666,0.709010840108401,0.7804878048780488,1.0,1.0,0.998661761690419,0.962255658287615,0.8314430349466418,1.0
486,485,1,0.0368545343918872,0,0.1,0.0,0.1076115485564304,0.3333333333333333,0.2105263157894736,0.1135373352999531,0.1135373352999531,0.0,0.0780624327233583,0.987719298245614,0.9484218462820708,0.0,0.9719298245614036,0.6991869918699187,0.7725732939147574,0.9696969696969696,1.0,1.0,0.997979012287146,0.9640466170501912,0.8268471643113391,0.99
